"No.","Time","Source","Destination","Protocol","Length","Info"
"439","9.151579656","142.250.183.131","10.0.2.6","TLSv1.2","7354","Application Data, Application Data, Application Data, Application Data, Application Data"
"440","9.151588661","10.0.2.6","142.250.183.131","TCP","54","37172  >  443 [ACK] Seq=701 Ack=26151 Win=65535 Len=0"
"441","9.151627969","142.250.183.131","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"442","9.151628011","142.250.183.131","10.0.2.6","TLSv1.2","7354","Application Data, Application Data, Application Data, Application Data, Application Data"
"443","9.151636078","10.0.2.6","142.250.183.131","TCP","54","37172  >  443 [ACK] Seq=701 Ack=34911 Win=65535 Len=0"
"444","9.151722734","142.250.183.131","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"445","9.151722784","142.250.183.131","10.0.2.6","TLSv1.2","2974","Application Data, Application Data"
"446","9.151731458","10.0.2.6","142.250.183.131","TCP","54","37172  >  443 [ACK] Seq=701 Ack=39291 Win=65535 Len=0"
"447","9.151805541","142.250.183.131","10.0.2.6","TLSv1.2","4434","Application Data, Application Data, Application Data, Application Data"
"448","9.151810234","10.0.2.6","142.250.183.131","TCP","54","37172  >  443 [ACK] Seq=701 Ack=43671 Win=65535 Len=0"
"449","9.151805592","142.250.183.131","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"450","9.151914937","142.250.183.131","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"451","9.151919596","10.0.2.6","142.250.183.131","TCP","54","37172  >  443 [ACK] Seq=701 Ack=46591 Win=65535 Len=0"
"452","9.151914998","142.250.183.131","10.0.2.6","TLSv1.2","2974","Application Data, Application Data"
"453","9.151929028","10.0.2.6","142.250.183.131","TCP","54","37172  >  443 [ACK] Seq=701 Ack=49511 Win=65535 Len=0"
"454","9.152164095","142.250.183.131","10.0.2.6","TCP","704","443  >  37172 [PSH, ACK] Seq=49511 Ack=701 Win=31649 Len=650 [TCP segment of a reassembled PDU]"
"455","9.152224614","142.250.183.131","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"456","9.152237123","10.0.2.6","142.250.183.131","TCP","54","37172  >  443 [ACK] Seq=701 Ack=51621 Win=65535 Len=0"
"457","9.152320878","142.250.183.131","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"458","9.152350508","142.250.183.131","10.0.2.6","TLSv1.2","4434","Application Data, Application Data, Application Data"
"459","9.152358672","10.0.2.6","142.250.183.131","TCP","54","37172  >  443 [ACK] Seq=701 Ack=57461 Win=65535 Len=0"
"460","9.152443567","142.250.183.131","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"461","9.152479329","142.250.183.131","10.0.2.6","TLSv1.2","4434","Application Data, Application Data, Application Data"
"462","9.152482508","10.0.2.6","142.250.183.131","TCP","54","37172  >  443 [ACK] Seq=701 Ack=63301 Win=65535 Len=0"
"463","9.152734112","142.250.183.131","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"464","9.152734182","142.250.183.131","10.0.2.6","TLSv1.2","8814","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"465","9.152743704","10.0.2.6","142.250.183.131","TCP","54","37172  >  443 [ACK] Seq=701 Ack=73521 Win=65535 Len=0"
"466","9.152945628","142.250.183.131","10.0.2.6","TLSv1.2","610","Application Data"
"467","9.183517772","142.250.199.132","10.0.2.6","TLSv1.2","1208","Application Data, Application Data, Application Data, Application Data, Application Data"
"468","9.183542419","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=3816 Ack=422381 Win=65535 Len=0"
"469","9.183750047","142.250.199.132","10.0.2.6","TLSv1.2","240","Application Data, Application Data"
"470","9.184032869","10.0.2.6","142.250.199.132","TLSv1.2","93","Application Data"
"471","9.195387263","10.0.2.6","142.250.183.131","TCP","54","37172  >  443 [ACK] Seq=701 Ack=74077 Win=65535 Len=0"
"472","9.218640622","142.250.199.132","10.0.2.6","TLSv1.2","1095","Application Data, Application Data"
"473","9.234846478","10.0.2.6","142.250.199.132","TLSv1.2","1645","Application Data"
"474","9.235283418","142.250.199.132","10.0.2.6","TLSv1.2","117","Application Data, Application Data"
"475","9.275280311","142.250.199.132","10.0.2.6","TCP","60","443  >  51338 [ACK] Seq=423671 Ack=5446 Win=32637 Len=0"
"476","9.275299337","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=423671 Win=65535 Len=0"
"477","9.348350912","142.250.199.132","10.0.2.6","TLSv1.2","7354","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"478","9.348383111","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=430971 Win=65535 Len=0"
"479","9.348351013","142.250.199.132","10.0.2.6","TLSv1.2","4434","Application Data, Application Data, Application Data"
"480","9.348401339","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=435351 Win=65535 Len=0"
"481","9.348480784","142.250.199.132","10.0.2.6","TLSv1.2","2974","Application Data, Application Data"
"482","9.348486627","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=438271 Win=65535 Len=0"
"483","9.348761152","142.250.199.132","10.0.2.6","TLSv1.2","745","Application Data"
"484","9.353267475","142.250.199.132","10.0.2.6","TLSv1.2","2974","Application Data, Application Data"
"485","9.353292396","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=441882 Win=65535 Len=0"
"486","9.353571167","142.250.199.132","10.0.2.6","TLSv1.2","1424","Application Data"
"487","9.353670610","142.250.199.132","10.0.2.6","TLSv1.2","8814","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"488","9.353683608","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=452012 Win=65535 Len=0"
"489","9.353784895","142.250.199.132","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"490","9.353785049","142.250.199.132","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"491","9.353796684","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=454932 Win=65535 Len=0"
"492","9.354095641","142.250.199.132","10.0.2.6","TLSv1.2","741","Application Data"
"493","9.359177170","142.250.199.132","10.0.2.6","TLSv1.2","2974","Application Data, Application Data"
"494","9.359188888","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=458539 Win=65535 Len=0"
"495","9.359460271","142.250.199.132","10.0.2.6","TLSv1.2","1424","Application Data"
"496","9.359605428","142.250.199.132","10.0.2.6","TLSv1.2","2974","Application Data, Application Data"
"497","9.359618963","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=462829 Win=65535 Len=0"
"498","9.359698283","142.250.199.132","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"499","9.359944749","142.250.199.132","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"500","9.359949980","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=465749 Win=65535 Len=0"
"501","9.359944800","142.250.199.132","10.0.2.6","TLSv1.2","5894","Application Data, Application Data, Application Data, Application Data"
"502","9.359957599","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=471589 Win=65535 Len=0"
"503","9.360167651","142.250.199.132","10.0.2.6","TLSv1.2","741","Application Data"
"504","9.403902639","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=472276 Win=65535 Len=0"
"505","9.418079541","142.250.199.132","10.0.2.6","TLSv1.2","1484","Application Data"
"506","9.418188153","142.250.199.132","10.0.2.6","TLSv1.2","5894","Application Data, Application Data, Application Data, Application Data"
"507","9.418203545","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=479546 Win=65535 Len=0"
"508","9.418389496","142.250.199.132","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"509","9.418707693","142.250.199.132","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"510","9.418723309","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=482466 Win=65535 Len=0"
"511","9.418707792","142.250.199.132","10.0.2.6","TLSv1.2","5894","Application Data, Application Data, Application Data, Application Data"
"512","9.418739323","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=488306 Win=65535 Len=0"
"513","9.419114165","142.250.199.132","10.0.2.6","TLSv1.2","669","Application Data"
"514","9.420133927","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=488921 Win=65535 Len=0"
"515","9.424652219","142.250.199.132","10.0.2.6","TLSv1.2","2974","Application Data, Application Data"
"516","9.424662367","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=491841 Win=65535 Len=0"
"517","9.425116687","142.250.199.132","10.0.2.6","TLSv1.2","1424","Application Data"
"518","9.425199172","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=493211 Win=65535 Len=0"
"519","9.425425806","142.250.199.132","10.0.2.6","TLSv1.2","5894","Application Data, Application Data, Application Data, Application Data"
"520","9.425432690","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=499051 Win=65535 Len=0"
"521","9.425554070","142.250.199.132","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"522","9.425554150","142.250.199.132","10.0.2.6","TLSv1.2","4434","Application Data, Application Data, Application Data"
"523","9.425578094","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=504891 Win=65535 Len=0"
"524","9.425770534","142.250.199.132","10.0.2.6","TLSv1.2","741","Application Data"
"525","9.425898213","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=505578 Win=65535 Len=0"
"526","9.482904899","142.250.199.132","10.0.2.6","TLSv1.2","2974","Application Data, Application Data"
"527","9.482930978","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=508498 Win=65535 Len=0"
"528","9.483169872","142.250.199.132","10.0.2.6","TLSv1.2","1424","Application Data"
"529","9.483271968","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=509868 Win=65535 Len=0"
"530","9.483615634","142.250.199.132","10.0.2.6","TLSv1.2","2974","Application Data, Application Data"
"531","9.483621205","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=512788 Win=65535 Len=0"
"532","9.483705212","142.250.199.132","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"533","9.483705281","142.250.199.132","10.0.2.6","TLSv1.2","7354","Application Data, Application Data, Application Data, Application Data, Application Data"
"534","9.483711893","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=521548 Win=65535 Len=0"
"535","9.483967923","142.250.199.132","10.0.2.6","TLSv1.2","741","Application Data"
"536","9.484012079","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=522235 Win=65535 Len=0"
"537","9.488706002","142.250.199.132","10.0.2.6","TLSv1.2","1484","Application Data"
"538","9.488766409","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=523665 Win=65535 Len=0"
"539","9.488897654","142.250.199.132","10.0.2.6","TLSv1.2","1514","Application Data"
"540","9.489330524","142.250.199.132","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"541","9.489336471","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=526585 Win=65535 Len=0"
"542","9.489330589","142.250.199.132","10.0.2.6","TLSv1.2","4434","Application Data, Application Data, Application Data"
"543","9.489349228","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=530965 Win=65535 Len=0"
"544","9.489524921","142.250.199.132","10.0.2.6","TLSv1.2","1334","Application Data"
"545","9.489539287","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=532245 Win=65535 Len=0"
"546","9.489629931","142.250.199.132","10.0.2.6","TLSv1.2","1514","Application Data"
"547","9.489731555","142.250.199.132","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"548","9.489735521","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=535165 Win=65535 Len=0"
"549","9.489731622","142.250.199.132","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"550","9.490024243","142.250.199.132","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"551","9.490028320","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=538085 Win=65535 Len=0"
"552","9.490271320","142.250.199.132","10.0.2.6","TLSv1.2","861","Application Data"
"553","9.490326113","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=538892 Win=65535 Len=0"
"554","9.491250176","142.250.199.132","10.0.2.6","TLSv1.2","2974","Application Data, Application Data"
"555","9.491255673","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=541812 Win=65535 Len=0"
"556","9.491432231","142.250.199.132","10.0.2.6","TLSv1.2","1489","Application Data, Application Data, Application Data"
"557","9.491583719","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=5446 Ack=543247 Win=65535 Len=0"
"558","9.491643495","10.0.2.6","142.250.199.132","TLSv1.2","93","Application Data"
"559","9.512298554","10.0.2.6","142.250.199.132","TLSv1.2","746","Application Data"
"560","9.512726286","142.250.199.132","10.0.2.6","TCP","60","443  >  51338 [ACK] Seq=543247 Ack=6177 Win=31906 Len=0"
"561","9.538387016","10.0.2.6","142.250.199.132","TLSv1.2","287","Application Data"
"562","9.541056378","10.0.2.6","142.250.199.132","TLSv1.2","1531","Application Data"
"563","9.541498332","142.250.199.132","10.0.2.6","TCP","60","443  >  51338 [ACK] Seq=543247 Ack=7870 Win=32768 Len=0"
"564","9.546958664","10.0.2.6","142.250.199.132","TLSv1.2","189","Application Data"
"565","9.547344620","142.250.199.132","10.0.2.6","TCP","60","443  >  51338 [ACK] Seq=543247 Ack=8022 Win=32616 Len=0"
"566","9.551608288","142.250.199.132","10.0.2.6","TLSv1.2","4434","Application Data, Application Data, Application Data"
"567","9.551630761","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=8022 Ack=547627 Win=65535 Len=0"
"568","9.551870332","142.250.199.132","10.0.2.6","TLSv1.2","78","Application Data"
"569","9.551933289","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=8022 Ack=547651 Win=65535 Len=0"
"570","9.552019195","142.250.199.132","10.0.2.6","TLSv1.2","1514","Application Data"
"571","9.552157782","142.250.199.132","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"572","9.552161570","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=8022 Ack=550571 Win=65535 Len=0"
"573","9.552157852","142.250.199.132","10.0.2.6","TLSv1.2","5894","Application Data, Application Data, Application Data, Application Data"
"574","9.552168116","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=8022 Ack=556411 Win=65535 Len=0"
"575","9.552253046","142.250.199.132","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"576","9.552253099","142.250.199.132","10.0.2.6","TLSv1.2","2974","Application Data, Application Data"
"577","9.552258384","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=8022 Ack=560791 Win=65535 Len=0"
"578","9.552385245","142.250.199.132","10.0.2.6","TLSv1.2","1214","Application Data"
"579","9.552493968","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=8022 Ack=561951 Win=65535 Len=0"
"580","9.552578138","142.250.199.132","10.0.2.6","TLSv1.2","5894","Application Data, Application Data, Application Data, Application Data"
"581","9.552582501","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=8022 Ack=567791 Win=65535 Len=0"
"582","9.552701460","142.250.199.132","10.0.2.6","TLSv1.2","1364","Application Data"
"583","9.552701531","142.250.199.132","10.0.2.6","TLSv1.2","2974","Application Data, Application Data"
"584","9.552706594","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=8022 Ack=572021 Win=65535 Len=0"
"585","9.552899470","142.250.199.132","10.0.2.6","TLSv1.2","1424","Application Data"
"586","9.552988296","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=8022 Ack=573391 Win=65535 Len=0"
"587","9.553130379","142.250.199.132","10.0.2.6","TLSv1.2","4434","Application Data, Application Data, Application Data"
"588","9.553135018","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=8022 Ack=577771 Win=65535 Len=0"
"589","9.553203123","142.250.199.132","10.0.2.6","TLSv1.2","1394","Application Data [TCP segment of a reassembled PDU]"
"590","9.553223489","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=8022 Ack=579111 Win=65535 Len=0"
"591","9.553466961","142.250.199.132","10.0.2.6","TLSv1.2","4434","Application Data, Application Data, Application Data"
"592","9.553471991","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=8022 Ack=583491 Win=65535 Len=0"
"593","9.553588434","142.250.199.132","10.0.2.6","TLSv1.2","1394","Application Data [TCP segment of a reassembled PDU]"
"594","9.553675340","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=8022 Ack=584831 Win=65535 Len=0"
"595","9.555793865","142.250.199.132","10.0.2.6","TLSv1.2","2974","Application Data, Application Data"
"596","9.555819442","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=8022 Ack=587751 Win=65535 Len=0"
"597","9.555883528","142.250.199.132","10.0.2.6","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"598","9.555883586","142.250.199.132","10.0.2.6","TLSv1.2","5894","Application Data, Application Data, Application Data, Application Data"
"599","9.555896222","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=8022 Ack=595051 Win=65535 Len=0"
"600","9.556190821","142.250.199.132","10.0.2.6","TLSv1.2","1217","Application Data, Application Data, Application Data"
"601","9.557180869","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=8022 Ack=596214 Win=65535 Len=0"
"602","9.557214131","10.0.2.6","142.250.199.132","TLSv1.2","93","Application Data"
"603","9.612318347","10.0.2.6","142.250.192.138","TLSv1.2","316","Application Data"
"604","9.615338784","142.250.199.132","10.0.2.6","TLSv1.2","1001","Application Data, Application Data, Application Data, Application Data"
"605","9.615799518","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=8061 Ack=597161 Win=65535 Len=0"
"606","9.615828338","10.0.2.6","142.250.199.132","TLSv1.2","93","Application Data"
"607","9.627994391","10.0.2.6","142.250.199.132","TLSv1.2","428","Application Data"
"608","9.628138085","10.0.2.6","142.250.199.132","TLSv1.2","85","Application Data"
"609","9.628454698","142.250.199.132","10.0.2.6","TCP","60","443  >  51338 [ACK] Seq=597161 Ack=8474 Win=32164 Len=0"
"610","9.631448702","142.250.199.132","10.0.2.6","TLSv1.2","5894","Application Data, Application Data, Application Data, Application Data, Application Data"
"611","9.631469751","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=8505 Ack=603001 Win=65535 Len=0"
"612","9.631448751","142.250.199.132","10.0.2.6","TLSv1.2","4434","Application Data, Application Data, Application Data"
"613","9.631480952","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=8505 Ack=607381 Win=65535 Len=0"
"614","9.631757323","142.250.199.132","10.0.2.6","TLSv1.2","268","Application Data, Application Data"
"615","9.631892004","10.0.2.6","142.250.199.132","TLSv1.2","93","Application Data"
"616","9.645307981","142.250.199.132","10.0.2.6","TLSv1.2","5894","Application Data, Application Data, Application Data, Application Data"
"617","9.645330302","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=8544 Ack=613435 Win=65535 Len=0"
"618","9.645532779","142.250.199.132","10.0.2.6","TLSv1.2","313","Application Data, Application Data, Application Data"
"619","9.645752149","10.0.2.6","142.250.199.132","TLSv1.2","93","Application Data"
"620","9.689978899","142.250.192.138","10.0.2.6","TLSv1.2","520","Application Data, Application Data"
"621","9.689999659","10.0.2.6","142.250.192.138","TCP","54","60174  >  443 [ACK] Seq=263 Ack=467 Win=65535 Len=0"
"622","9.691419943","142.250.192.138","10.0.2.6","TLSv1.2","233","Application Data, Application Data"
"623","9.691444189","10.0.2.6","142.250.192.138","TCP","54","60174  >  443 [ACK] Seq=263 Ack=646 Win=65535 Len=0"
"624","9.691967339","10.0.2.6","142.250.192.138","TLSv1.2","93","Application Data"
"625","9.692801975","10.0.2.6","192.168.29.1","DNS","86","Standard query 0x333c A encrypted-tbn0.gstatic.com"
"626","9.692811021","10.0.2.6","192.168.29.1","DNS","86","Standard query 0x363e AAAA encrypted-tbn0.gstatic.com"
"627","9.701957371","192.168.29.1","10.0.2.6","DNS","102","Standard query response 0x333c A encrypted-tbn0.gstatic.com A 216.58.196.78"
"628","9.701957422","192.168.29.1","10.0.2.6","DNS","114","Standard query response 0x363e AAAA encrypted-tbn0.gstatic.com AAAA 2404:6800:4009:809::200e"
"629","9.702421788","10.0.2.6","216.58.196.78","TCP","74","56144  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=943449336 TSecr=0 WS=128"
"630","9.704870726","10.0.2.6","142.250.199.132","TLSv1.2","1807","Application Data"
"631","9.711586550","142.250.199.132","10.0.2.6","TCP","60","443  >  51338 [ACK] Seq=613694 Ack=10043 Win=32768 Len=0"
"632","9.711586599","142.250.199.132","10.0.2.6","TLSv1.2","193","Application Data, Application Data, Application Data"
"633","9.711918905","10.0.2.6","142.250.199.132","TLSv1.2","93","Application Data"
"634","9.725028929","216.58.196.78","10.0.2.6","TCP","60","443  >  56144 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"635","9.725106540","10.0.2.6","216.58.196.78","TCP","54","56144  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"636","9.732298193","10.0.2.6","216.58.196.78","TLSv1.3","571","Client Hello"
"637","9.778717032","10.0.2.6","142.250.199.132","TLSv1.2","89","Application Data"
"638","9.779122435","142.250.199.132","10.0.2.6","TCP","60","443  >  51338 [ACK] Seq=613833 Ack=10410 Win=32401 Len=0"
"639","9.789236799","10.0.2.6","192.168.29.1","DNS","76","Standard query 0xc505 A en.wikipedia.org"
"640","9.794393828","216.58.196.78","10.0.2.6","TCP","60","443  >  56144 [ACK] Seq=1 Ack=518 Win=32251 Len=0"
"641","9.794393898","142.250.192.138","10.0.2.6","TCP","60","443  >  60174 [ACK] Seq=646 Ack=302 Win=32467 Len=0"
"642","9.797286369","192.168.29.1","10.0.2.6","DNS","121","Standard query response 0xc505 A en.wikipedia.org CNAME dyna.wikimedia.org A 103.102.166.224"
"643","9.797347083","10.0.2.6","192.168.29.1","DNS","76","Standard query 0x7503 AAAA en.wikipedia.org"
"644","9.804188925","216.58.196.78","10.0.2.6","TLSv1.3","1484","Server Hello, Change Cipher Spec"
"645","9.804266509","10.0.2.6","216.58.196.78","TCP","54","56144  >  443 [RST] Seq=518 Win=0 Len=0"
"646","9.804189002","192.168.29.1","10.0.2.6","DNS","133","Standard query response 0x7503 AAAA en.wikipedia.org CNAME dyna.wikimedia.org AAAA 2001:df2:e500:ed1a::1"
"647","9.807710179","10.0.2.6","103.102.166.224","TCP","74","45858  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=437334908 TSecr=0 WS=128"
"648","9.840193875","10.0.2.6","142.250.199.132","TLSv1.2","873","Application Data"
"649","9.840321568","10.0.2.6","142.250.199.132","TLSv1.2","85","Application Data"
"650","9.840834218","142.250.199.132","10.0.2.6","TCP","60","443  >  51338 [ACK] Seq=613833 Ack=11260 Win=31551 Len=0"
"651","9.841295152","10.0.2.6","142.250.199.132","TLSv1.2","872","Application Data"
"652","9.841390474","10.0.2.6","142.250.199.132","TLSv1.2","85","Application Data"
"653","9.841640860","142.250.199.132","10.0.2.6","TCP","60","443  >  51338 [ACK] Seq=613833 Ack=12109 Win=32768 Len=0"
"654","9.845014305","10.0.2.6","142.250.192.138","TLSv1.2","316","Application Data"
"655","9.876061290","103.102.166.224","10.0.2.6","TCP","60","443  >  45858 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"656","9.876098598","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"657","9.877847551","10.0.2.6","103.102.166.224","TLSv1.3","571","Client Hello"
"658","9.918326013","142.250.192.138","10.0.2.6","TLSv1.2","578","Application Data, Application Data"
"659","9.918347851","10.0.2.6","142.250.192.138","TCP","54","60174  >  443 [ACK] Seq=564 Ack=1170 Win=65535 Len=0"
"660","9.919250691","142.250.199.132","10.0.2.6","TLSv1.2","123","Application Data"
"661","9.920090963","142.250.192.138","10.0.2.6","TLSv1.2","204","Application Data, Application Data"
"662","9.920118694","10.0.2.6","142.250.192.138","TCP","54","60174  >  443 [ACK] Seq=564 Ack=1320 Win=65535 Len=0"
"663","9.920345340","10.0.2.6","142.250.192.138","TLSv1.2","93","Application Data"
"664","9.941794147","103.102.166.224","10.0.2.6","TLSv1.3","2974","Server Hello, Change Cipher Spec, Application Data"
"665","9.941827094","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=518 Ack=2921 Win=62780 Len=0"
"666","9.942387247","103.102.166.224","10.0.2.6","TLSv1.3","982","Application Data, Application Data, Application Data"
"667","9.942395089","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=518 Ack=3849 Win=61852 Len=0"
"668","9.950352517","10.0.2.6","103.102.166.224","TLSv1.3","134","Change Cipher Spec, Application Data"
"669","9.950666747","10.0.2.6","103.102.166.224","TLSv1.3","224","Application Data"
"670","9.950682476","10.0.2.6","103.102.166.224","TLSv1.3","324","Application Data"
"671","9.950925605","103.102.166.224","10.0.2.6","TCP","60","443  >  45858 [ACK] Seq=3849 Ack=768 Win=32001 Len=0"
"672","9.964679126","10.0.2.6","142.250.199.132","TCP","54","51338  >  443 [ACK] Seq=12109 Ack=613902 Win=65535 Len=0"
"673","9.965063466","142.250.199.132","10.0.2.6","TLSv1.2","224","Application Data, Application Data, Application Data, Application Data"
"674","9.965349557","10.0.2.6","142.250.199.132","TLSv1.2","93","Application Data"
"675","10.013090053","103.102.166.224","10.0.2.6","TLSv1.3","400","Application Data, Application Data"
"676","10.013115567","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=1038 Ack=4195 Win=62780 Len=0"
"677","10.013360613","10.0.2.6","103.102.166.224","TLSv1.3","85","Application Data"
"678","10.020582510","103.102.166.224","10.0.2.6","TLSv1.3","2974","Application Data"
"679","10.020645795","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=1069 Ack=7115 Win=62780 Len=0"
